HVTypeName,Date,Value
Ann_LiabCur,2009-09-30,11506.00
Ann_LiabCur,2008-09-30,11361.00
Ann_PEAvg,2015-09-30,12.96
Ann_PEAvg,2014-09-30,16.74
Ann_PEAvg,2013-09-30,11.99
Ann_PEAvg,2012-09-30,15.11
Ann_PEAvg,2011-09-30,13.77
Ann_PEAvg,2010-09-30,18.73
Ann_PEAvg,2009-09-30,20.41
Ann_PEAvg,2008-09-30,21.23
Ann_PEAvg,2007-09-30,39.06
Ann_PEAvg,2006-09-30,34.01
Ann_Revenue,2015-09-30,233715.00
Ann_Revenue,2014-09-30,182795.00
Ann_Revenue,2013-09-30,170910.00
Ann_Revenue,2012-09-30,156508.00
Ann_Revenue,2011-09-30,108249.00
Ann_Revenue,2010-09-30,65225.00
Ann_Revenue,2009-09-30,42905.00
Ann_Revenue,2008-09-30,37491.00
Ann_Revenue,2007-09-30,24580.00
Ann_Revenue,2006-09-30,19320.00
Ann_SharesOut,2015-09-30,5793.00
Ann_SharesOut,2014-09-30,6123.00
Ann_SharesOut,2013-09-30,6522.00
Ann_SharesOut,2012-09-30,6617.00
Ann_SharesOut,2011-09-30,6557.00
Ann_SharesOut,2010-09-30,6473.00
Ann_SharesOut,2009-09-30,6349.00
Ann_SharesOut,2008-09-30,6315.00
Ann_SharesOut,2007-09-30,6225.00
Ann_SharesOut,2006-09-30,6143.00
Ann_SharesOutPref,2012-09-30,0.00
Ann_SharesOutPref,2011-09-30,0.00
Ann_SharesOutPref,2010-09-30,0.00
Ann_SharesOutPref,2009-09-30,0.00
Ann_SharesOutPref,2008-09-30,0.00
Ann_ROA,2015-09-30,20.45
Ann_ROA,2014-09-30,18.01
Ann_ROA,2013-09-30,19.34
Ann_ROA,2012-09-30,28.54
Ann_ROA,2011-09-30,27.07
Ann_ROA,2010-09-30,22.84
Ann_ROA,2009-09-30,18.92
Ann_ROA,2008-09-30,14.89
Ann_ROA,2007-09-30,16.43
Ann_ROA,2006-09-30,13.83
Ann_ROE,2015-09-30,46.25
Ann_ROE,2014-09-30,33.61
Ann_ROE,2013-09-30,30.64
Ann_ROE,2012-09-30,42.84
Ann_ROE,2011-09-30,41.67
Ann_ROE,2010-09-30,35.28
Ann_ROE,2009-09-30,31.27
